-5.0,-7.262108473573486
-4.979959919839679,-8.18381269153849
-4.959919839679359,-8.063491000807714
-4.939879759519038,-9.571380268308264
-4.919839679358717,-7.483037000041248
-4.8997995991983965,-7.169374010102411
-4.8797595190380765,-8.408380802513447
-4.859719438877756,-7.892481783157586
-4.839679358717435,-7.343238524185159
-4.819639278557114,-8.314523545294453
-4.799599198396794,-8.494433683565923
-4.779559118236473,-9.004407782769107
-4.759519038076152,-7.2709126248246365
-4.739478957915832,-8.219887493043945
-4.719438877755511,-8.471622835055154
-4.69939879759519,-7.379422180179699
-4.679358717434869,-6.978761160812133
-4.659318637274549,-8.343466026826063
-4.6392785571142285,-6.352992911570881
-4.619238476953908,-8.409511242435345
-4.599198396793588,-8.328522096406818
-4.579158316633267,-7.436506162742748
-4.559118236472946,-8.514227397197136
-4.539078156312625,-7.720923700616745
-4.519038076152305,-8.12673618766663
-4.498997995991984,-6.93259021597135
-4.478957915831663,-7.483588778097802
-4.458917835671342,-8.565394256291567
-4.438877755511022,-8.686983658167179
-4.4188376753507015,-7.221936204368434
-4.398797595190381,-6.778883811258868
-4.37875751503006,-8.91419508360678
-4.35871743486974,-7.784283158204943
-4.338677354709419,-6.3772378338008435
-4.318637274549098,-7.3478618350953715
-4.298597194388778,-8.821714938033267
-4.278557114228457,-8.594183409728391
-4.258517034068136,-7.516005398948488
-4.238476953907815,-8.051197704932104
-4.218436873747495,-6.083898712895443
-4.198396793587174,-7.787220768828678
-4.1783567134268536,-7.620514534661123
-4.158316633266534,-6.6357100371298525
-4.138276553106213,-7.906520367569393
-4.118236472945892,-6.8732971187671525
-4.098196392785571,-7.09916369921853
-4.078156312625251,-5.560403159949722
-4.05811623246493,-5.868809622186853
-4.038076152304609,-8.081130094250025
-4.018036072144288,-8.272637225126179
-3.9979959919839683,-6.301501141703326
-3.9779559118236474,-7.234214174825862
-3.9579158316633265,-8.350928005301686
-3.937875751503006,-7.000032873316417
-3.9178356713426856,-6.2136154063293265
-3.8977955911823647,-6.133863885721862
-3.877755511022044,-7.552750207894558
-3.8577154308617234,-9.411226363901001
-3.837675350701403,-6.920269183556605
-3.817635270541082,-8.316812479970272
-3.7975951903807617,-6.139693027331484
-3.777555110220441,-5.445397357611152
-3.7575150300601203,-7.282281831614545
-3.7374749498997994,-5.971972813726092
-3.717434869739479,-6.667003128428004
-3.6973947895791586,-7.054359911155265
-3.6773547094188377,-5.8930823275616655
-3.657314629258517,-8.176075847373129
-3.6372745490981964,-6.773948703802976
-3.617234468937876,-7.895192677784535
-3.597194388777555,-6.097530122862088
-3.5771543086172346,-7.451646048656399
-3.557114228456914,-7.482642364329434
-3.5370741482965933,-5.353121604214621
-3.5170340681362724,-6.323612282772076
-3.496993987975952,-7.136062938961109
-3.4769539078156315,-6.818338911743651
-3.4569138276553106,-6.4834124388333265
-3.4368737474949898,-6.035429519870169
-3.4168336673346693,-5.470996528728401
-3.396793587174349,-5.739243008310247
